name,Plan_ID,typ,node_check,DC_OPF_node,Assume_BA,capa_MW,weights,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
PP_54675_DI2,PP_54675,oil,4536,n_4536,DUK,2,5.77816E-05,2,9.492011943,0.76,2,0.881726316,140,2,1,1
PP_54801_GEN1,PP_54801,hydro,7011,n_7011,DUK,0.8,2.31126E-05,10000,0,0,0,0,0,0,0,0
PP_54801_GEN2,PP_54801,hydro,7011,n_7011,DUK,0.3,8.66724E-06,10000,0,0,0,0,0,0,0,0
PP_54801_GEN3,PP_54801,hydro,7011,n_7011,DUK,0.1,2.88908E-06,10000,0,0,0,0,0,0,0,0
PP_54894_YN1,PP_54894,hydro,15692,n_15692,CPLE,24.7,0.001419353,10000,0,0,0,0,0,0,0,0
PP_54894_YN2,PP_54894,hydro,15692,n_15692,CPLE,24.7,0.001419353,10000,0,0,0,0,0,0,0,0
PP_54894_YN3,PP_54894,hydro,15692,n_15692,CPLE,29,0.001666446,10000,0,0,0,0,0,0,0,0
PP_54894_YN4,PP_54894,hydro,15692,n_15692,CPLE,30.4,0.001746896,10000,0,0,0,0,0,0,0,0
PP_54895_YF1,PP_54895,hydro,15692,n_15692,DUK,9,0.000260017,10000,0,0,0,0,0,0,0,0
PP_54895_YF2,PP_54895,hydro,15692,n_15692,DUK,11.2,0.000323577,10000,0,0,0,0,0,0,0,0
PP_54895_YF3,PP_54895,hydro,15692,n_15692,DUK,11.2,0.000323577,10000,0,0,0,0,0,0,0,0
PP_54896_HR1,PP_54896,hydro,15641,n_15641,DUK,11,0.000317799,10000,0,0,0,0,0,0,0,0
PP_54896_HR2,PP_54896,hydro,15641,n_15641,DUK,11,0.000317799,10000,0,0,0,0,0,0,0,0
PP_54896_HR3,PP_54896,hydro,15641,n_15641,DUK,11,0.000317799,10000,0,0,0,0,0,0,0,0
PP_54897_TT1,PP_54897,hydro,15692,n_15692,CPLE,14,0.000804491,10000,0,0,0,0,0,0,0,0
PP_54897_TT2,PP_54897,hydro,15692,n_15692,CPLE,14,0.000804491,10000,0,0,0,0,0,0,0,0
PP_54897_TT3,PP_54897,hydro,15692,n_15692,CPLE,14,0.000804491,10000,0,0,0,0,0,0,0,0
PP_54898_1,PP_54898,hydro,1063,n_1063,DUK,22.5,0.000650043,10000,0,0,0,0,0,0,0,0
PP_54898_2,PP_54898,hydro,1063,n_1063,DUK,22.5,0.000650043,10000,0,0,0,0,0,0,0,0
PP_54899_1A,PP_54899,hydro,1063,n_1063,DUK,27.5,0.000794497,10000,0,0,0,0,0,0,0,0
PP_54899_2A,PP_54899,hydro,1063,n_1063,DUK,27.5,0.000794497,10000,0,0,0,0,0,0,0,0
PP_54899_3A,PP_54899,hydro,1063,n_1063,DUK,27.5,0.000794497,10000,0,0,0,0,0,0,0,0
PP_54899_4A,PP_54899,hydro,1063,n_1063,DUK,27.5,0.000794497,10000,0,0,0,0,0,0,0,0
PP_54899_5,PP_54899,hydro,1063,n_1063,DUK,30,0.000866724,10000,0,0,0,0,0,0,0,0
PP_58257_UP1,PP_58257,hydro,4478,n_4478,DUK,1.1,3.17799E-05,10000,0,0,0,0,0,0,0,0
PP_58390_EMOD,PP_58390,hydro,29973,n_29973,DUK,2.2,6.35598E-05,10000,0,0,0,0,0,0,0,0
PP_58390_WMOD,PP_58390,hydro,29973,n_29973,DUK,2.2,6.35598E-05,10000,0,0,0,0,0,0,0,0
PP_6126_1,PP_6126,hydro,29011,n_29011,DUK,73.4,0.002120584,10000,0,0,0,0,0,0,0,0
PP_6126_2,PP_6126,hydro,29011,n_29011,DUK,73.4,0.002120584,10000,0,0,0,0,0,0,0,0
PP_6126_3,PP_6126,hydro,29011,n_29011,DUK,73.4,0.002120584,10000,0,0,0,0,0,0,0,0
PP_6126_4,PP_6126,hydro,29011,n_29011,DUK,73.4,0.002120584,10000,0,0,0,0,0,0,0,0
PP_6126_5,PP_6126,hydro,29011,n_29011,DUK,73.4,0.002120584,10000,0,0,0,0,0,0,0,0
PP_6126_6,PP_6126,hydro,29011,n_29011,DUK,73.4,0.002120584,10000,0,0,0,0,0,0,0,0
PP_6126_7,PP_6126,hydro,29011,n_29011,DUK,73.4,0.002120584,10000,0,0,0,0,0,0,0,0
PP_6126_8,PP_6126,hydro,29011,n_29011,DUK,73.4,0.002120584,10000,0,0,0,0,0,0,0,0
PP_6438_1,PP_6438,hydro,1063,n_1063,DUK,1.4,4.04471E-05,10000,0,0,0,0,0,0,0,0
PP_6517_1,PP_6517,hydro,29228,n_29228,DUK,78.8,0.002276595,10000,0,0,0,0,0,0,0,0
PP_6517_2,PP_6517,hydro,29228,n_29228,DUK,78.8,0.002276595,10000,0,0,0,0,0,0,0,0
PP_7125_1,PP_7125,hydro,7797,n_7797,DUK,420,0.012134134,10000,0,0,0,0,0,0,0,0
PP_7125_2,PP_7125,hydro,7797,n_7797,DUK,420,0.012134134,10000,0,0,0,0,0,0,0,0
PP_7125_3,PP_7125,hydro,7797,n_7797,DUK,324,0.009360618,10000,0,0,0,0,0,0,0,0
PP_7125_4,PP_7125,hydro,7797,n_7797,DUK,324,0.009360618,10000,0,0,0,0,0,0,0,0
PP_3251_2,PP_3251,nuc,6705,n_6705,CPLE,768.6,0.044166576,10000,0,0,0,0,0,0,0,0
PP_3265_1,PP_3265,nuc,29228,n_29228,DUK,886.7,0.025617469,10000,0,0,0,0,0,0,0,0
PP_3265_2,PP_3265,nuc,29228,n_29228,DUK,886.7,0.025617469,10000,0,0,0,0,0,0,0,0
PP_3265_3,PP_3265,nuc,29228,n_29228,DUK,893.3,0.025808148,10000,0,0,0,0,0,0,0,0
PP_6014_1,PP_6014,nuc,18689,n_18689,CPLE,1001.6,0.05755561,10000,0,0,0,0,0,0,0,0
PP_6014_2,PP_6014,nuc,18689,n_18689,CPLE,1001.6,0.05755561,10000,0,0,0,0,0,0,0,0
PP_6015_1,PP_6015,nuc,319,n_319,CPLE,950.9,0.054642202,10000,0,0,0,0,0,0,0,0
PP_6036_1,PP_6036,nuc,28505,n_28505,DUK,1205.1,0.034816298,10000,0,0,0,0,0,0,0,0
PP_6036_2,PP_6036,nuc,28505,n_28505,DUK,1205.1,0.034816298,10000,0,0,0,0,0,0,0,0
PP_6038_1,PP_6038,nuc,6652,n_6652,DUK,1220.3,0.035255438,10000,0,0,0,0,0,0,0,0
PP_6038_2,PP_6038,nuc,6652,n_6652,DUK,1220.3,0.035255438,10000,0,0,0,0,0,0,0,0
PP_6127_1,PP_6127,nuc,29011,n_29011,DUK,1029.6,0.029745963,10000,0,0,0,0,0,0,0,0
oil_10017,#N/A,oil,10017,n_10017,DUK,4,0.000115563,4,18,1.52,2,3.344090542,280,4,1,1
oil_13843,#N/A,oil,13843,n_13843,DUK,1.8,5.20034E-05,1.8,18,0.684,2,1.504840744,126,1.8,1,1
oil_14301,#N/A,oil,14301,n_14301,DUK,1.3,3.7558E-05,1.3,149,0.494,2,8.996532471,91,1.3,1,1
oil_14508,#N/A,oil,14508,n_14508,DUK,1.3,3.7558E-05,1.3,18,0.494,2,1.086829426,91,1.3,1,1
oil_14783,#N/A,oil,14783,n_14783,DUK,1.8,5.20034E-05,1.8,23.69230769,0.684,2,1.980730551,126,1.8,1,1
oil_15511,#N/A,oil,15511,n_15511,DUK,1,2.88908E-05,1,8.11,0.38,2,0.753349286,70,1,1,1
oil_15630,#N/A,oil,15630,n_15630,DUK,3.6,0.000104007,3.6,18.22,1.368,2,3.046466483,252,3.6,1,1
oil_15641,#N/A,oil,15641,n_15641,DUK,3.6,0.000104007,3.6,8.11,1.368,2,1.356028715,252,3.6,1,1
oil_15692,#N/A,oil,15692,n_15692,DUK,5.4,0.00015601,5.4,16.882,2.052,2,4.234120239,378,5.4,1,1
oil_15782,#N/A,oil,15782,n_15782,DUK,1.8,5.20034E-05,1.8,17.722,0.684,2,1.481599314,126,1.8,1,1
oil_17246,#N/A,oil,17246,n_17246,DUK,2.9,8.37833E-05,2.9,10.32,1.102,2,1.390026968,203,2.9,1,1
oil_18302,#N/A,oil,18302,n_18302,DUK,5.8,0.000167567,5.8,10.232,2.204,2,2.756348051,406,5.8,1,1
oil_18690,#N/A,oil,18690,n_18690,DUK,2.2,6.35598E-05,2.2,20.745,0.836,2,2.119735392,154,2.2,1,1
oil_21285,#N/A,oil,21285,n_21285,DUK,2.2,6.35598E-05,2.2,18,0.836,2,1.839249798,154,2.2,1,1
oil_23782,#N/A,oil,23782,n_23782,CPLE,9.2,0.000528666,9.2,10.79482,3.496,2,4.612631531,644,9.2,1,1
oil_28471,#N/A,oil,28471,n_28471,DUK,2.2,6.35598E-05,2.2,18,0.836,2,1.839249798,154,2.2,1,1
oil_28504,#N/A,oil,28504,n_28504,DUK,5.8,0.000167567,5.8,10.2143,2.204,2,2.751579935,406,5.8,1,1
oil_29228,#N/A,oil,29228,n_29228,DUK,10,0.000288908,10.9,9.524,4.142,2,5.706300365,763,10.9,1,1
oil_8325,#N/A,oil,8325,n_8325,DUK,2.9,8.37833E-05,2.9,9.524,1.102,2,5.706300365,203,2.9,1,1
oil_29477,#N/A,oil,29477,n_29477,DUK,2.2,6.35598E-05,2.2,8.11,0.836,2,0.828684214,154,2.2,1,1
oil_30212,#N/A,oil,30212,n_30212,DUK,2.2,6.35598E-05,2.2,18.962,0.836,2,1.937547482,154,2.2,1,1
oil_31224,#N/A,oil,31224,n_31224,DUK,1.8,5.20034E-05,1.8,8.11,0.684,2,0.678014357,126,1.8,1,1
oil_4459,#N/A,oil,4459,n_4459,DUK,1.8,5.20034E-05,1.8,18,0.684,2,1.504840744,126,1.8,1,1
oil_4475,#N/A,oil,4475,n_4475,DUK,1.8,5.20034E-05,1.8,10.3333,0.684,2,0.86388727,126,1.8,1,1
oil_4478,#N/A,oil,4478,n_4478,DUK,12.6,0.000364024,12.6,12.731,4.788,2,7.45038292,882,12.6,1,1
oil_4496,#N/A,oil,4496,n_4496,DUK,1.8,5.20034E-05,1.8,8.11,0.684,2,0.678014357,126,1.8,1,1
oil_4517,#N/A,oil,4517,n_4517,DUK,24.1,0.000696268,24.1,15.7987,9.158,2,17.68413925,1687,24.1,1,1
oil_6954,#N/A,oil,6954,n_6954,DUK,1.8,5.20034E-05,1.8,8.11,0.684,2,0.678014357,126,1.8,1,1
oil_7031,#N/A,oil,7031,n_7031,DUK,5.4,0.00015601,5.4,9.546,2.052,2,4.788403247,378,5.4,1,1
oil_7041,#N/A,oil,7041,n_7041,DUK,11,0.000317799,11,13.165,4.18,2,6.72603433,770,11,1,1
PP_2716_GT1,PP_2716,oil,28662,n_28662,CPLE,39.7,0.002281308,39.7,49.05,15.086,2,90.44301876,2779,39.7,1,1
PP_2716_GT2,PP_2716,oil,28662,n_28662,CPLE,39.7,0.002281308,39.7,51.191,15.086,2,94.3907966,2779,39.7,1,1
PP_2716_GT3,PP_2716,oil,28662,n_28662,CPLE,41.8,0.002401981,41.8,49.719,15.884,2,96.52597519,2926,41.8,1,1
PP_2716_GT4,PP_2716,oil,28662,n_28662,CPLE,41.8,0.002401981,41.8,54.803,15.884,2,106.396207,2926,41.8,1,1
PP_3320_1,PP_3320,oil,9900,n_9900,CPLE,11.5,0.000660832,11.5,18.3971,4.37,2,9.826361572,805,11.5,1,1
PP_3320_2,PP_3320,oil,9900,n_9900,CPLE,11.5,0.000660832,11.5,18.3971,4.37,2,9.826361572,805,11.5,1,1
PP_3320_3,PP_3320,oil,9900,n_9900,CPLE,26.6,0.001528534,26.6,56.959,10.108,2,70.37031964,1862,26.6,1,1
PP_3320_4,PP_3320,oil,9900,n_9900,CPLE,26.6,0.001528534,26.6,18.3971,10.108,2,22.72880155,1862,26.6,1,1
PP_3320_5,PP_3320,oil,9900,n_9900,CPLE,35.3,0.002028468,35.3,15.189,13.414,2,24.90287098,2471,35.3,1,1
PP_50555_GEN1,PP_50555,oil,10054,n_10054,CPLE,86,0.004941875,86,18,32.68,2,71.89794665,6020,86,1,1
PP_50555_GEN2,PP_50555,oil,10054,n_10054,CPLE,40,0.002298547,40,18,15.2,2,33.44090542,2800,40,1,1
PP_50555_GEN3,PP_50555,oil,10054,n_10054,CPLE,54,0.003103038,54,18,20.52,2,45.14522231,3780,54,1,1
n_10002_solar,#N/A,solar,10002,n_10002,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_10009_solar,#N/A,solar,10009,n_10009,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_10012_solar,#N/A,solar,10012,n_10012,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_10014_solar,#N/A,solar,10014,n_10014,DUK,6.9,0.000199346,10000,0,0,0,0,0,0,0,0
n_10015_solar,#N/A,solar,10015,n_10015,CPLE,3,0.000172391,10000,0,0,0,0,0,0,0,0
n_10017_solar,#N/A,solar,10017,n_10017,DUK,11.1,0.000320688,10000,0,0,0,0,0,0,0,0
n_10039_solar,#N/A,solar,10039,n_10039,CPLE,17,0.000976882,10000,0,0,0,0,0,0,0,0
n_10045_solar,#N/A,solar,10045,n_10045,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_10051_solar,#N/A,solar,10051,n_10051,CPLE,2.2,0.00012642,10000,0,0,0,0,0,0,0,0
n_10052_solar,#N/A,solar,10052,n_10052,CPLE,20,0.001149273,10000,0,0,0,0,0,0,0,0
n_10053_solar,#N/A,solar,10053,n_10053,CPLE,94.9,0.005453302,10000,0,0,0,0,0,0,0,0
n_10054_solar,#N/A,solar,10054,n_10054,CPLE,22,0.001264201,10000,0,0,0,0,0,0,0,0
n_10058_solar,#N/A,solar,10058,n_10058,DUK,22.9,0.000661599,10000,0,0,0,0,0,0,0,0
n_10584_solar,#N/A,solar,10584,n_10584,CPLE,6,0.000344782,10000,0,0,0,0,0,0,0,0
n_10707_solar,#N/A,solar,10707,n_10707,DUK,20.2,0.000583594,10000,0,0,0,0,0,0,0,0
n_11731_solar,#N/A,solar,11731,n_11731,CPLE,4,0.000229855,10000,0,0,0,0,0,0,0,0
n_11742_solar,#N/A,solar,11742,n_11742,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_12414_solar,#N/A,solar,12414,n_12414,DUK,84.3,0.002435494,10000,0,0,0,0,0,0,0,0
n_12417_solar,#N/A,solar,12417,n_12417,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_13956_solar,#N/A,solar,13956,n_13956,CPLE,25.9,0.001488309,10000,0,0,0,0,0,0,0,0
n_14001_solar,#N/A,solar,14001,n_14001,DUK,2,5.77816E-05,10000,0,0,0,0,0,0,0,0
n_14031_solar,#N/A,solar,14031,n_14031,DUK,6,0.000173345,10000,0,0,0,0,0,0,0,0
n_14258_solar,#N/A,solar,14258,n_14258,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_14577_solar,#N/A,solar,14577,n_14577,DUK,2,5.77816E-05,10000,0,0,0,0,0,0,0,0
n_14593_solar,#N/A,solar,14593,n_14593,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_14626_solar,#N/A,solar,14626,n_14626,DUK,51.5,0.001487876,10000,0,0,0,0,0,0,0,0
n_1517_solar,#N/A,solar,1517,n_1517,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_15226_solar,#N/A,solar,15226,n_15226,DUK,54.7,0.001580327,10000,0,0,0,0,0,0,0,0
n_15511_solar,#N/A,solar,15511,n_15511,DUK,9.8,0.00028313,10000,0,0,0,0,0,0,0,0
n_15512_solar,#N/A,solar,15512,n_15512,DUK,109.4,0.003160653,10000,0,0,0,0,0,0,0,0
n_15622_solar,#N/A,solar,15622,n_15622,DUK,10,0.000288908,10000,0,0,0,0,0,0,0,0
n_15630_solar,#N/A,solar,15630,n_15630,DUK,31,0.000895615,10000,0,0,0,0,0,0,0,0
n_15632_solar,#N/A,solar,15632,n_15632,DUK,130.3,0.003764471,10000,0,0,0,0,0,0,0,0
n_15664_solar,#N/A,solar,15664,n_15664,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_15689_solar,#N/A,solar,15689,n_15689,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_15690_solar,#N/A,solar,15690,n_15690,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_15691_solar,#N/A,solar,15691,n_15691,DUK,8.5,0.000245572,10000,0,0,0,0,0,0,0,0
n_15692_solar,#N/A,solar,15692,n_15692,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_1575_solar,#N/A,solar,1575,n_1575,DUK,24,0.000693379,10000,0,0,0,0,0,0,0,0
n_15775_solar,#N/A,solar,15775,n_15775,DUK,27.5,0.000794497,10000,0,0,0,0,0,0,0,0
n_15777_solar,#N/A,solar,15777,n_15777,DUK,79.8,0.002305485,10000,0,0,0,0,0,0,0,0
n_15782_solar,#N/A,solar,15782,n_15782,DUK,20.3,0.000586483,10000,0,0,0,0,0,0,0,0
n_16281_solar,#N/A,solar,16281,n_16281,DUK,1.1,3.17799E-05,10000,0,0,0,0,0,0,0,0
n_16404_solar,#N/A,solar,16404,n_16404,CPLE,39.5,0.002269815,10000,0,0,0,0,0,0,0,0
n_16911_solar,#N/A,solar,16911,n_16911,CPLE,75.9,0.004361492,10000,0,0,0,0,0,0,0,0
n_17072_solar,#N/A,solar,17072,n_17072,DUK,4.9,0.000141565,10000,0,0,0,0,0,0,0,0
n_17163_solar,#N/A,solar,17163,n_17163,CPLE,43.2,0.00248243,10000,0,0,0,0,0,0,0,0
n_18277_solar,#N/A,solar,18277,n_18277,CPLE,75,0.004309775,10000,0,0,0,0,0,0,0,0
n_18283_solar,#N/A,solar,18283,n_18283,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_18296_solar,#N/A,solar,18296,n_18296,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_18302_solar,#N/A,solar,18302,n_18302,DUK,12.8,0.000369802,10000,0,0,0,0,0,0,0,0
n_1850_solar,#N/A,solar,1850,n_1850,DUK,13,0.00037558,10000,0,0,0,0,0,0,0,0
n_1851_solar,#N/A,solar,1851,n_1851,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_18688_solar,#N/A,solar,18688,n_18688,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_18693_solar,#N/A,solar,18693,n_18693,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_18696_solar,#N/A,solar,18696,n_18696,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_18698_solar,#N/A,solar,18698,n_18698,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_18710_solar,#N/A,solar,18710,n_18710,CPLE,9.6,0.000551651,10000,0,0,0,0,0,0,0,0
n_18866_solar,#N/A,solar,18866,n_18866,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_18868_solar,#N/A,solar,18868,n_18868,CPLE,18.8,0.001080317,10000,0,0,0,0,0,0,0,0
n_18870_solar,#N/A,solar,18870,n_18870,DUK,8.4,0.000242683,10000,0,0,0,0,0,0,0,0
n_1924_solar,#N/A,solar,1924,n_1924,CPLE,149.3,0.008579326,10000,0,0,0,0,0,0,0,0
n_22541_solar,#N/A,solar,22541,n_22541,CPLE,7,0.000402246,10000,0,0,0,0,0,0,0,0
n_22589_solar,#N/A,solar,22589,n_22589,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_22591_solar,#N/A,solar,22591,n_22591,DUK,12.8,0.000369802,10000,0,0,0,0,0,0,0,0
n_22592_solar,#N/A,solar,22592,n_22592,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_22602_solar,#N/A,solar,22602,n_22602,DUK,3.5,0.000101118,10000,0,0,0,0,0,0,0,0
n_22612_solar,#N/A,solar,22612,n_22612,CPLE,19.2,0.001103302,10000,0,0,0,0,0,0,0,0
n_22818_solar,#N/A,solar,22818,n_22818,CPLE,6.5,0.000373514,10000,0,0,0,0,0,0,0,0
n_23599_solar,#N/A,solar,23599,n_23599,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_23600_solar,#N/A,solar,23600,n_23600,CPLE,24,0.001379128,10000,0,0,0,0,0,0,0,0
n_23772_solar,#N/A,solar,23772,n_23772,CPLE,1.9,0.000109181,10000,0,0,0,0,0,0,0,0
n_23776_solar,#N/A,solar,23776,n_23776,DUK,24.4,0.000704935,10000,0,0,0,0,0,0,0,0
